point_1,point_1,point_1,point_2,point_2,point_2,duree (min),distance (km),empreinte carbone (gCO2),prix (euros)
nom,latitude,longitude,nom,latitude,longitude,,,,
Avricourt (Rue de Lorr),48.65009,6.81289,Avricourt (Café St Nic),48.65053,6.80621,1.0,0.494,5.3,0.04
Avricourt (Café St Nic),48.65053,6.80621,Gare de Igney-Avricourt,48.6464,6.80582,3.0,0.461,5.0,0.04
Gare de Igney-Avricourt,48.6464,6.80582,Igney (Centre),48.63321,6.81425,3.0,1.594,17.2,0.14
Chauffailles-Gambetta,46.20691,4.33651,La Chapelle-sous-Dun,46.25805,4.29555,10.0,6.508,70.3,0.59
La Chapelle-sous-Dun,46.25805,4.29555,Gare de La Clayette-Baudemont,46.28816,4.29845,6.0,3.359,36.3,0.3
Gare de La Clayette-Baudemont,46.28816,4.29845,St-Symphorien-des-Bois,46.33273,4.2814,6.0,5.132,55.4,0.46
St-Symphorien-des-Bois,46.33273,4.2814,Dyo,46.35172,4.26604,2.75,2.421,26.1,0.22
Dyo,46.35172,4.26604,Le-Guidon,46.37879,4.24961,3.0,3.267,35.3,0.29
Le-Guidon,46.37879,4.24961,Changy-Tourny-Monument,46.40333,4.253,4.0,2.744,29.6,0.25
Changy-Tourny-Monument,46.40333,4.253,Charolles,46.43515,4.27341,6.0,3.873,41.8,0.35
Gare de Paray-le-Monial,46.44726,4.11363,Gare de Digoin,46.4852,3.98764,15.5,10.543,113.9,0.95
Longuyon (Pont-2-Eaux),49.44865,5.59951,Colmey-Flabeuville,49.45765,5.55719,3.0,3.222,34.8,0.29
Colmey-Flabeuville,49.45765,5.55719,Flabeuville (Carrefour),49.46592,5.54039,1.0,1.525,16.5,0.14
Flabeuville (Carrefour),49.46592,5.54039,Vilette-Centre,49.47416,5.54554,2.0,0.99,10.7,0.09
Vilette-Centre,49.47416,5.54554,Charency-Carrefour,49.48754,5.51334,3.0,2.764,29.9,0.25
Longuyon (Collège),49.43443,5.61443,Gare de Longuyon,49.44427,5.6046,5.0,1.306,14.1,0.12
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Grenoble-Gare-Routière,45.19267,5.71436,75.0,45.078,486.8,4.06
Grenoble-Gare-Routière,45.19267,5.71436,Gare de Annecy,45.90206,6.12182,100.0,85.116,919.3,7.66
Gare de Annecy,45.90206,6.12182,Gare de St-Julien-en-Genevois,46.14206,6.08552,33.33,26.863,290.1,2.42
Gare de Pagny (Côte-d'Or),47.04618,5.2008,Gare de St-Jean-de-Losne,47.0998,5.24433,16.0,6.82,73.7,0.61
Gare de Aiserey,47.17065,5.15839,Gare de Saulon,47.22418,5.10477,14.5,7.208,77.8,0.65
Gare de Chaumont,48.10945,5.13445,Villiers-le-Sec(Poste),48.10916,5.06693,8.0,5.019,54.2,0.45
Villiers-le-Sec(Poste),48.10916,5.06693,Villiers-le-Sec(Mairie),48.10805,5.06528,1.0,0.174,1.9,0.02
Villiers-le-Sec(Mairie),48.10805,5.06528,Buxieres-les-Villiers,48.105,5.03693,4.0,2.134,23.0,0.19
Buxieres-les-Villiers,48.105,5.03693,Bricon(la Poste),48.08082,4.97722,6.0,5.192,56.1,0.47
Romorantin-Lycée-de-F,47.36936,1.73913,Gare de Lamotte-Beuvron,47.59397,2.02259,35.0,32.862,354.9,2.96
Langres-Gendarmerie,47.85305,5.33361,Langres-Bel-Air,47.8586,5.33221,3.0,0.627,6.8,0.06
Langres-Bel-Air,47.8586,5.33221,Langres-Boulière,47.86278,5.33055,3.0,0.482,5.2,0.04
Langres-Boulière,47.86278,5.33055,Gare de Langres,47.87725,5.34468,6.0,1.926,20.8,0.17
Gare de Langres,47.87725,5.34468,Langres-St-Gilles,47.87277,5.33833,3.0,0.688,7.4,0.06
Langres-St-Gilles,47.87277,5.33833,Langres-La-Maladière,47.87139,5.32638,4.0,0.905,9.8,0.08
Langres-La-Maladière,47.87139,5.32638,Humes RN19,47.90388,5.3025,4.0,4.032,43.5,0.36
Humes RN19,47.90388,5.3025,Chanoy,47.92416,5.29167,3.0,2.398,25.9,0.22
Chanoy,47.92416,5.29167,Rolampont-Mairie,47.95194,5.285,4.0,3.132,33.8,0.28
Rolampont-Mairie,47.95194,5.285,Thivet,47.99111,5.28055,9.0,4.373,47.2,0.39
Thivet,47.99111,5.28055,Vesaignes-sur-Marne,47.99833,5.26277,5.0,1.549,16.7,0.14
Vesaignes-sur-Marne,47.99833,5.26277,Marnay-sur-Marne,48.01555,5.24138,2.0,2.492,26.9,0.22
Marnay-sur-Marne,48.01555,5.24138,Foulain RN19,48.03833,5.21417,4.0,3.246,35.1,0.29
Foulain RN19,48.03833,5.21417,Luzy-sur-Marne,48.06028,5.18028,4.0,3.511,37.9,0.32
Luzy-sur-Marne,48.06028,5.18028,Chaumont-Quartier-Foch,48.09666,5.14528,5.0,4.814,52.0,0.43
Chaumont-Quartier-Foch,48.09666,5.14528,Chaumont-Gendarmerie,48.10194,5.14444,3.0,0.591,6.4,0.05
Chaumont-Gendarmerie,48.10194,5.14444,Gare de Chaumont,48.10945,5.13445,5.0,1.118,12.1,0.1
Gare de Forbach,49.18949,6.90185,Gare de Bening,49.13808,6.82901,17.75,7.801,84.3,0.7
Bitche-Quartier-Driant,49.05497,7.45617,Bitche-Camp,49.05286,7.4775,2.0,1.574,17.0,0.14
Ribeauville-Gare-Routière,48.19221,7.32577,Bergheim-Porte-Haute,48.20557,7.35862,5.0,2.855,30.8,0.26
Bergheim-Porte-Haute,48.20557,7.35862,Rorschwihr-Mairie,48.21751,7.36334,3.0,1.374,14.8,0.12
Rorschwihr-Mairie,48.21751,7.36334,St-Hippolyte-Parc-Walte,48.23223,7.36641,2.0,1.654,17.9,0.15
St-Hippolyte-Parc-Walte,48.23223,7.36641,St-Hippolyte-Hot-Munsch,48.23139,7.37113,1.0,0.362,3.9,0.03
St-Hippolyte-Hot-Munsch,48.23139,7.37113,Orschwiller-Chapelle,48.24112,7.3839,3.0,1.439,15.5,0.13
Orschwiller-Chapelle,48.24112,7.3839,Kintzheim-Mairie,48.25446,7.39501,3.0,1.698,18.3,0.15
Kintzheim-Mairie,48.25446,7.39501,Kintzheim-(Cigoland),48.25632,7.41976,3.0,1.846,19.9,0.17
Kintzheim-(Cigoland),48.25632,7.41976,Gare de Sélestat,48.25964,7.4421,7.0,1.696,18.3,0.15
Gare de Pont-de-Beauvoisin,45.52454,5.68067,Gare de Bourgoin-Jallieu,45.58397,5.27334,43.0,32.432,350.3,2.92
Gare de La Tour-du-Pin,45.56023,5.44955,Gare de Pont-de-Beauvoisin,45.52454,5.68067,35.0,18.452,199.3,1.66
Gare de Gien,47.69888,2.63675,Gare de Nogent-sur-Vernisson,47.85285,2.73764,23.5,18.728,202.3,1.69
Gare de Nogent-sur-Vernisson,47.85285,2.73764,Gare de Montargis,48.00718,2.74298,20.5,17.184,185.6,1.55
Gare de Montargis,48.00718,2.74298,Montargis-OT,48.00694,2.74389,7.5,0.073,0.8,0.01
Gare de Nancy-Ville,48.68978,6.17427,Gare de Champigneulles,48.73509,6.16905,14.0,5.058,54.6,0.46
Gare de Champigneulles,48.73509,6.16905,Gare de Frouard,48.75552,6.14425,6.0,2.913,31.5,0.26
Gare de Frouard,48.75552,6.14425,Gare de Pompey,48.77324,6.13067,5.33,2.21,23.9,0.2
Gare de Pompey,48.77324,6.13067,Gare de Marbache,48.80115,6.10877,8.33,3.497,37.8,0.31
Gare de Marbache,48.80115,6.10877,Gare de Belleville,48.81946,6.10175,4.67,2.102,22.7,0.19
Gare de Belleville,48.81946,6.10175,Gare de Dieulouard,48.8437,6.07167,6.33,3.484,37.6,0.31
Gare de Dieulouard,48.8437,6.07167,Gare de Pont-à-Mousson,48.90028,6.0508,11.33,6.481,70.0,0.58
Gare de Metz-Ville,49.10979,6.1772,Gare de Ars-sur-Moselle,49.07457,6.07793,12.0,8.23,88.9,0.74
Gare de Ars-sur-Moselle,49.07457,6.07793,Gare de Ancy-sur-Moselle,49.05743,6.06245,5.0,2.217,23.9,0.2
Gare de Ancy-sur-Moselle,49.05743,6.06245,Gare de Novéant,49.02866,6.05203,4.0,3.292,35.6,0.3
Gare de Novéant,49.02866,6.05203,Gare de Pagny-sur-Moselle,48.98534,6.02517,9.0,5.206,56.2,0.47
Gare de Pagny-sur-Moselle,48.98534,6.02517,Gare de Vandières,48.9525,6.03886,7.0,3.79,40.9,0.34
Gare de Vandières,48.9525,6.03886,Gare de Pont-à-Mousson,48.90028,6.0508,10.67,5.878,63.5,0.53
Gare de St-Mariens-St-Yzan,45.13908,-0.39169,Gare de Montendre,45.2806,-0.39606,23.5,15.757,170.2,1.42
Gare de Tergnier,49.65924,3.29723,Gare de Chauny,49.6102,3.22252,16.33,7.669,82.8,0.69
Gare de Chauny,49.6102,3.22252,Gare de Noyon,49.57734,3.00638,24.33,16.019,173.0,1.44
Gare de Etain,49.20771,5.63948,Etain-Centre,49.21345,5.63514,3.0,0.713,7.7,0.06
Etain-Centre,49.21345,5.63514,Verdun-la-Tour-du-Champ,49.16401,5.39964,19.0,17.996,194.4,1.62
Verdun-la-Tour-du-Champ,49.16401,5.39964,Gare de Verdun,49.16542,5.38007,4.0,1.433,15.5,0.13
Ecully TCL Vaudoin,45.76414,4.78206,Gare de Dardilly-Les-Mouilles,45.80118,4.75622,13.0,4.585,49.5,0.41
Gare de Dardilly-Les-Mouilles,45.80118,4.75622,Gare de Dardilly-Le-Jubin,45.81365,4.75848,4.5,1.399,15.1,0.13
Gare de Dardilly-Le-Jubin,45.81365,4.75848,Dommartin La Chicotière,45.84708,4.72987,6.25,4.333,46.8,0.39
Dommartin La Chicotière,45.84708,4.72987,Civrieux-d'Azergues D 385,45.85799,4.7121,3.5,1.837,19.8,0.17
Civrieux-d'Azergues D 385,45.85799,4.7121,Gare de Lozanne,45.85414,4.68146,5.5,2.414,26.1,0.22
Courtalain-Centre,48.07944,1.13605,Droué (Centre),48.03917,1.07721,10.0,6.266,67.7,0.56
Gare de St-Florent-sur-Cher,46.99212,2.25215,Bourges-Aéroport,47.0623,2.36581,16.0,11.637,125.7,1.05
Gare de Château-Renault,47.58829,0.90159,Château-Renault-La-Tann,47.59055,0.90777,1.5,0.528,5.7,0.05
Château-Renault-La-Tann,47.59055,0.90777,Château-Renault-Pl.J.J.,47.59277,0.915,3.0,0.596,6.4,0.05
Château-Renault-Pl.J.J.,47.59277,0.915,Chateau-Renault-ZI,47.60296,0.92231,2.5,1.26,13.6,0.11
Chateau-Renault-ZI,47.60296,0.92231,St-Amand-Longpré,47.69305,1.01221,12.0,12.084,130.5,1.09
St-Amand-Longpré,47.69305,1.01221,Gare de Vendôme-Villiers-s-Loir,47.82032,1.01967,24.5,14.178,153.1,1.28
Gare de Bois-d'Oingt-Légny,45.90659,4.57558,Bois-d'Oingt-Centre,45.92166,4.58527,5.2,1.838,19.9,0.17
Bois-d'Oingt-Centre,45.92166,4.58527,Ternand,45.94616,4.53659,10.75,4.652,50.2,0.42
Aubigny-sur-Nere-Mail,47.48778,2.43777,Argent-sur-Sauldre,47.55999,2.44777,11.5,8.073,87.2,0.73
Argent-sur-Sauldre,47.55999,2.44777,Coullons,47.69916,2.49249,11.5,15.851,171.2,1.43
Coullons,47.69916,2.49249,Gien-Rte-De-Bourges,47.67539,2.63895,14.0,11.29,121.9,1.02
Gien-Rte-De-Bourges,47.67539,2.63895,Gien Rue Thiers,47.68378,2.63346,3.0,1.021,11.0,0.09
Gien Rue Thiers,47.68378,2.63346,Gien-Hôpital,47.69074,2.63282,1.0,0.776,8.4,0.07
Gien-Hôpital,47.69074,2.63282,Gare de Gien,47.69888,2.63675,2.0,0.953,10.3,0.09
Gien-Hôpital,47.69074,2.63282,Gien Puy de Dôme,47.68406,2.63194,1.0,0.747,8.1,0.07
Gien Puy de Dôme,47.68406,2.63194,Gien-Rte-De-Bourges,47.67539,2.63895,3.0,1.099,11.9,0.1
Gare de Benfeld,48.3738,7.58437,Gare de Erstein,48.42287,7.63813,10.0,6.755,73.0,0.61
Gare de Erstein,48.42287,7.63813,Gare de Fegersheim-Lipsheim,48.49094,7.67256,10.0,7.992,86.3,0.72
Gare de Fegersheim-Lipsheim,48.49094,7.67256,Gare de Strasbourg,48.58517,7.73397,16.25,11.424,123.4,1.03
Gare de Epernay,49.04652,3.96021,Gare de Dormans,49.07925,3.64173,30.0,23.513,253.9,2.12
Gare de Sermizelles-Vézelay,47.52869,3.79285,Gare de Arcy-sur-Cure,47.60062,3.76705,14.0,8.238,89.0,0.74
Gare de Arcy-sur-Cure,47.60062,3.76705,Gare de Vermenton,47.66102,3.73114,11.0,7.243,78.2,0.65
Gare de Vermenton,47.66102,3.73114,Gare de Cravant-Bazarnes,47.67858,3.68147,10.0,4.205,45.4,0.38
Gare de Cravant-Bazarnes,47.67858,3.68147,Gare de Vincelles,47.70428,3.62836,9.5,4.901,52.9,0.44
Gare de Angoulême,45.65393,0.16453,Gare de Jarnac-Charente,45.67129,-0.17792,40.0,26.712,288.5,2.4
Gare de Mouchard,46.97681,5.79972,Gare de Arc-et-Senans,47.03046,5.77693,11.5,6.218,67.2,0.56
Gare de Ambérieu-en-Bugey,45.95401,5.34231,Gare de Pont-d'Ain,46.05401,5.33433,15.75,11.149,120.4,1.0
Gare de Culoz,45.84326,5.7787,Gare de Aix-les-Bains-le-Revard,45.68786,5.90935,35.0,20.054,216.6,1.8
Gare de Saintes,45.74784,-0.61758,Gare de Jonzac,45.43871,-0.442,41.33,37.03,399.9,3.33
Gare de Is-sur-Tille,47.52023,5.12983,Gare de Gemeaux,47.4778,5.13008,11.0,4.723,51.0,0.43
Gare de Gemeaux,47.4778,5.13008,Gare de St-Julien-Clenay,47.40556,5.12804,16.0,8.043,86.9,0.72
Gare de St-Julien-Clenay,47.40556,5.12804,Gare de Brétigny-Norges,47.38963,5.10976,5.0,2.245,24.2,0.2
Gare de Brétigny-Norges,47.38963,5.10976,Gare de Ruffey,47.3707,5.07939,5.0,3.111,33.6,0.28
Gare de Ruffey,47.3707,5.07939,Gare de Dijon-Porte-Neuve,47.32279,5.05486,13.0,5.645,61.0,0.51
Gare de Dijon-Porte-Neuve,47.32279,5.05486,Gare de Dijon-Ville,47.3234,5.02728,15.0,2.082,22.5,0.19
Gare de Romorantin-Blanc-Argent,47.35557,1.73925,Gare de Les Quatre-Roues,47.33254,1.7023,5.5,3.787,40.9,0.34
Gare de Gièvres,47.27873,1.66781,Gare de Chabris,47.25512,1.64625,8.0,3.092,33.4,0.28
Gare de Chabris,47.25512,1.64625,Gare de Varennes-sur-Fouzon,47.21438,1.61421,9.0,5.141,55.5,0.46
Gare de Varennes-sur-Fouzon,47.21438,1.61421,Gare de Valençay,47.16306,1.5587,12.0,7.09,76.6,0.64
Gare de Ballan,47.33676,0.61808,Gare de Joué-lès-Tours,47.35424,0.66709,13.0,4.177,45.1,0.38
Gare de Joué-lès-Tours,47.35424,0.66709,Gare de Tours,47.38981,0.69351,20.67,4.432,47.9,0.4
Gare de Tours,47.38981,0.69351,Gare de St-Antoine-du-Rocher,47.50381,0.61637,29.8,13.956,150.7,1.26
St Christophe / Nais C.,47.61555,0.47527,Gare de Château-du-Loir,47.68328,0.41498,12.0,8.791,94.9,0.79
Gare de Château-du-Loir,47.68328,0.41498,Gare de Neuillé-Pont-Pierre,47.55846,0.56404,12.0,17.837,192.6,1.61
Gare de Neuillé-Pont-Pierre,47.55846,0.56404,Gare de St-Antoine-du-Rocher,47.50381,0.61637,9.0,7.244,78.2,0.65
Gare de St-Paterne,47.60408,0.47804,Neuille (Gendarmerie),47.54639,0.55166,16.0,8.474,91.5,0.76
Gare de Nevers-Le-Banlay,47.00682,3.16362,Gare de Les Perrières,47.00562,3.14654,6.0,1.303,14.1,0.12
Gare de Les Perrières,47.00562,3.14654,Gare de Nevers,46.98735,3.15087,7.0,2.06,22.2,0.19
Gare de Conflans-Jarny,49.16638,5.86824,Gare de Onville,49.01364,5.97909,30.0,18.825,203.3,1.69
Gare de Onville,49.01364,5.97909,Gare de Pont-à-Mousson,48.90028,6.0508,24.0,13.664,147.6,1.23
Gare de Dinan,48.45697,-2.05299,Gare de Dol,48.54298,-1.75047,31.25,24.281,262.2,2.19
Gare de Dinan,48.45697,-2.05299,Gare de La Hisse,48.49607,-2.00304,15.0,5.704,61.6,0.51
Gare de La Hisse,48.49607,-2.00304,Gare de Pleudihen,48.4993,-1.96181,8.0,3.062,33.1,0.28
Gare de Pleudihen,48.4993,-1.96181,Gare de Miniac,48.53153,-1.91503,11.0,4.977,53.8,0.45
Gare de Miniac,48.53153,-1.91503,Gare de Plerguer,48.53154,-1.85044,8.0,4.761,51.4,0.43
Gare de Dinan,48.45697,-2.05299,Gare de Plerguer,48.53154,-1.85044,24.0,17.093,184.6,1.54
Distroff (Eglise),49.33221,6.26305,Gare de Thionville,49.35392,6.16885,11.67,7.247,78.3,0.65
Rosiers-d'Egletons,45.3764,2.0081,Egletons-ville,45.40368,2.04606,5.25,4.246,45.9,0.38
Egletons-ville,45.40368,2.04606,Gare de Egletons,45.40231,2.06514,4.25,1.499,16.2,0.13
Meymac-Bourg,45.53504,2.14683,Gare de Meymac,45.53024,2.16388,2.5,1.433,15.5,0.13
Gare de Meymac,45.53024,2.16388,St-Angel,45.50394,2.23159,6.5,6.039,65.2,0.54
Ussel-Place-Henri-Queui,45.54972,2.30732,Gare de Ussel,45.55733,2.31443,4.2,1.012,10.9,0.09
La-Bresse (Pl Champtel),48.00321,6.87367,Bresse-Claudel (la),48.00662,6.8795,3.5,0.577,6.2,0.05
St-Martin-Du-Mont-Le-Fa,46.09564,5.31441,La-Vavrette-Tossiat,46.13267,5.28769,6.0,4.609,49.8,0.41
La-Vavrette-Tossiat,46.13267,5.28769,Bourg-En-Bresse-Archive,46.19488,5.22614,7.0,8.395,90.7,0.76
Gare de Albertville,45.67318,6.38324,St-Martin-d'Hères,45.193,5.76888,57.67,71.835,775.8,6.47
Gare de Montmélian,45.50307,6.04312,Gare de Albertville,45.67318,6.38324,34.0,32.567,351.7,2.93
Gare de Albertville,45.67318,6.38324,Gare de St-Pierre-d'Albigny,45.55737,6.15636,25.0,21.869,236.2,1.97
Aigueblanche-Centre,45.5002,6.51106,Petit-Coeur-la-Léchère,45.52049,6.48409,4.0,3.087,33.3,0.28
Petit-Coeur-la-Léchère,45.52049,6.48409,Gare de Notre-Dame-de-Briançon,45.53931,6.46875,5.5,2.412,26.0,0.22
Gare de Notre-Dame-de-Briançon,45.53931,6.46875,St-Paul-College,45.59434,6.44251,6.0,6.458,69.7,0.58
St-Paul-College,45.59434,6.44251,Cévins-échangeur,45.59503,6.44691,4.0,0.351,3.8,0.03
Cévins-échangeur,45.59503,6.44691,La Bathie,45.62954,6.44613,5.5,3.842,41.5,0.35
La Bathie,45.62954,6.44613,Gare de Albertville,45.67318,6.38324,13.5,6.895,74.5,0.62
Gare de Chambéry-Chal.-les-Eaux,45.57104,5.9198,Gare de Albertville,45.67318,6.38324,60.0,37.83,408.6,3.4
Gare de Le Puy-en-Velay,45.04272,3.89253,Coubladour-Rond-Point,45.11537,3.74353,29.33,14.233,153.7,1.28
Gare de Paulhaguet,45.21015,3.5004,Gare de Brioude,45.30066,3.37867,17.0,13.875,149.9,1.25
Gare de Arvant,45.36538,3.31049,Gare de Brassac-les-Mines,45.4141,3.32993,14.33,5.632,60.8,0.51
Gare de Le Breuil-sur-Couze,45.46709,3.26214,Gare de Issoire,45.54395,3.25407,13.33,8.579,92.7,0.77
La Chomette,45.22946,3.47446,Vieille-Brioude,45.26417,3.40444,7.0,6.711,72.5,0.6
Vieille-Brioude,45.26417,3.40444,Gare de Brioude,45.30066,3.37867,6.83,4.536,49.0,0.41
St-George-d'Aurac-Bourg,45.15622,3.54077,Paulhaguet-Monument,45.20747,3.51048,7.25,6.18,66.7,0.56
Le Breuil/Couzes-S.-Fêt,45.47233,3.26195,Gare de Issoire,45.54395,3.25407,11.5,7.996,86.4,0.72
Gare de Brioude,45.30066,3.37867,Brioude-Lycée-Lafayette,45.29217,3.38254,5.0,0.992,10.7,0.09
Gare de Morteau,47.05369,6.60486,Gare de Avoudrey,47.12985,6.43485,32.33,15.424,166.6,1.39
Gare de Besançon-Mouillère,47.24038,6.03375,Gare de Besançon-Viotte,47.24704,6.02191,5.0,1.162,12.5,0.1
Gare de Besançon-Mouillère,47.24038,6.03375,Gare de Saône,47.20957,6.10142,16.0,6.159,66.5,0.55
Gare de Castelnaudary,43.31265,1.95099,Gare de Avignonet,43.36389,1.78777,17.0,14.393,155.4,1.3
Gare de Avignonet,43.36389,1.78777,Gare de Villefranche-Lauragais,43.39845,1.7145,7.0,7.067,76.3,0.64
Gare de Villefranche-Lauragais,43.39845,1.7145,Gare de Villenouvelle,43.43329,1.66088,10.0,5.817,62.8,0.52
Gare de Villenouvelle,43.43329,1.66088,Gare de Baziège,43.45355,1.62069,5.0,3.954,42.7,0.36
Gare de Labège-Innopole,43.54746,1.51296,Gare de Toulouse-Matabiau,43.61146,1.45356,25.33,8.585,92.7,0.77
Gare de Saint-Claude,46.38993,5.86039,Molinges,46.35696,5.76806,16.67,7.985,86.2,0.72
Molinges,46.35696,5.76806,Gare de Oyonnax,46.25961,5.65325,28.33,13.978,151.0,1.26
Gare de Oyonnax,46.25961,5.65325,Bellignat Lycée,46.25059,5.63287,4.0,1.862,20.1,0.17
Bellignat Lycée,46.25059,5.63287,Gare de Brion-Montréal-la-Cluse,46.17578,5.55851,16.0,10.107,109.2,0.91
Sancerre-Porte-Cesar,47.33364,2.83752,Sancerre-Hôtel-du-Remp.,47.33249,2.83694,2.0,0.135,1.5,0.01
Sancerre-Hôtel-du-Remp.,47.33249,2.83694,St-Satur-Fontenay,47.33879,2.83871,3.5,0.714,7.7,0.06
St-Satur-Fontenay,47.33879,2.83871,St-Satur-Place-du-Marc.,47.33972,2.85694,3.0,1.379,14.9,0.12
St-Satur-Place-du-Marc.,47.33972,2.85694,Bannay-Bourg,47.38694,2.88583,6.0,5.69,61.5,0.51
Bannay-Bourg,47.38694,2.88583,Bannay-Hautes-De-Bussy,47.38594,2.88617,3.0,0.114,1.2,0.01
Bannay-Hautes-De-Bussy,47.38594,2.88617,Cosne-sur-Loire-Sud,47.39648,2.92271,5.0,2.993,32.3,0.27
Cosne-sur-Loire-Sud,47.39648,2.92271,Gare de Cosne-sur-Loire,47.41403,2.93209,4.0,2.078,22.4,0.19
Gare de Aiguebelle,45.54367,6.30675,Gare de St-Avre-la-Chambre,45.3531,6.30288,19.5,21.216,229.1,1.91
Gare de Narbonne,43.19103,3.00596,Gare de Lézignan-Corbières,43.19997,2.76986,30.0,19.186,207.2,1.73
Gare de Aulnoye Aymeries,50.19733,3.84324,Gare de Landrecies,50.12813,3.68216,26.0,13.831,149.4,1.24
Gare de Landrecies,50.12813,3.68216,Gare de Le Cateau,50.09146,3.54002,21.0,10.938,118.1,0.98
Dunières-Bascule,45.21127,4.34968,Dunières-Ville,45.21773,4.34421,1.0,0.837,9.0,0.08
Dunières-Ville,45.21773,4.34421,St Romain Lachalm,45.26563,4.33524,8.0,5.378,58.1,0.48
St Romain Lachalm,45.26563,4.33524,Lichemialle,45.25775,4.30038,3.5,2.869,31.0,0.26
Lichemialle,45.25775,4.30038,St-Pal-de-Mons,45.2459,4.27389,5.5,2.46,26.6,0.22
St-Pal-de-Mons,45.2459,4.27389,St-Didier-la-Seauve,45.29679,4.25911,9.0,5.782,62.4,0.52
St-Didier-la-Seauve,45.29679,4.25911,St-Didier-en-Velay,45.3023,4.2741,4.0,1.324,14.3,0.12
St-Didier-en-Velay,45.3023,4.2741,Gare de Firminy,45.39164,4.28643,19.5,9.992,107.9,0.9
Gare de Lamballe,48.46592,-2.51149,Gare de Landébia,48.50736,-2.33171,25.5,14.043,151.7,1.26
Gare de Landébia,48.50736,-2.33171,Gare de Plancoet,48.52147,-2.22884,16.0,7.747,83.7,0.7
Gare de Aulnoye Aymeries,50.19733,3.84324,Gare de Berlaimont,50.19804,3.81051,10.0,2.334,25.2,0.21
Gare de Berlaimont,50.19804,3.81051,Gare de Le Quesnoy (Nord),50.25021,3.64551,24.0,13.108,141.6,1.18
Gare de Le Quesnoy (Nord),50.25021,3.64551,Gare de Le Poirier Université,50.33001,3.50255,25.0,13.501,145.8,1.22
Gare de Le Poirier Université,50.33001,3.50255,Gare de Valenciennes,50.36318,3.51713,19.0,3.835,41.4,0.35
Gare de Valence-d'Agen,44.11185,0.89179,Gare de Moissac,44.10214,1.07749,20.0,14.882,160.7,1.34
Gare de Moissac,44.10214,1.07749,Gare de Castelsarrasin,44.04028,1.11418,11.33,7.485,80.8,0.67
Gare de Riom-Châtel-Guyon,45.88984,3.12081,Pontmort RN9/D17,45.9438,3.1669,13.33,6.987,75.5,0.63
Pontmort RN9/D17,45.9438,3.1669,Gare de Aigueperse,46.01485,3.19788,10.33,8.264,89.3,0.74
Gare de Aigueperse,46.01485,3.19788,Gannat-Lycée-Eiffel,46.08616,3.19786,10.0,7.938,85.7,0.71
Gare de Montluçon-Ville,46.33787,2.59641,Gare de Commentry,46.2952,2.74001,23.67,12.019,129.8,1.08
Gare de Gannat,46.09744,3.20488,Gare de Vichy,46.12697,3.43049,28.67,17.718,191.4,1.59
Bitche,49.04912,7.4316,Bitche (Rue de la Paix),49.04888,7.4286,1.0,0.221,2.4,0.02
Bitche (Rue de la Paix),49.04888,7.4286,Schwangerbach,49.03256,7.40849,4.0,2.335,25.2,0.21
Schwangerbach,49.03256,7.40849,Lemberg Grand-Rue,49.00074,7.38012,5.0,4.103,44.3,0.37
Lemberg Grand-Rue,49.00074,7.38012,Lemberg-Mairie,49.00573,7.37877,2.0,0.564,6.1,0.05
Lemberg-Mairie,49.00573,7.37877,Enchenberg (Mairie),49.01471,7.33751,7.0,3.174,34.3,0.29
Enchenberg (Mairie),49.01471,7.33751,Petit-Rederching,49.04938,7.29949,5.0,4.753,51.3,0.43
Petit-Rederching,49.04938,7.29949,Rohrbach R. Alliés,49.04604,7.26521,3.5,2.529,27.3,0.23
Rohrbach R. Alliés,49.04604,7.26521,Rohrbach R. Sarreg.,49.05536,7.26436,2.0,1.039,11.2,0.09
Rohrbach R. Sarreg.,49.05536,7.26436,Gros-Rederching-Rue-Pri,49.06804,7.2197,3.5,3.55,38.3,0.32
Gros-Rederching-Rue-Pri,49.06804,7.2197,Woelfling-Sarreguemines,49.09487,7.19073,3.0,3.658,39.5,0.33
Woelfling-Sarreguemines,49.09487,7.19073,Gare de Sarreguemines,49.1075,7.06887,13.0,8.992,97.1,0.81
Chabreloche-Pont-Bascul,45.8766,3.6965,Celles-sur-D-cars,45.86681,3.6436,6.0,4.242,45.8,0.38
Celles-sur-D-cars,45.86681,3.6436,Gare de Thiers,45.86109,3.54306,14.0,7.82,84.5,0.7
Gare de Ste-Colombe,46.87902,6.26586,Gare de La Rivière,46.87011,6.21344,5.5,4.11,44.4,0.37
Gare de Pontarlier,46.90098,6.35336,Les Granges-Narboz,46.87902,6.3091,7.6,4.161,44.9,0.37
Gare de Pontarlier,46.90098,6.35336,Gare de Frasne,46.85745,6.15769,24.25,15.657,169.1,1.41
Vienne-Gare-Routière,45.52142,4.87406,Lyon-Perrache-Gare-Rout,45.74971,4.82678,45.0,25.678,277.3,2.31
Gare de Diemeringen,48.94104,7.18478,Lorentzen R. principale,48.95254,7.17566,5.0,1.443,15.6,0.13
Lorentzen R. principale,48.95254,7.17566,Domfessel Abri R. prin.,48.95161,7.16062,4.0,1.104,11.9,0.1
Domfessel Abri R. prin.,48.95161,7.16062,Sarre-Union R des Roses,48.93758,7.09132,7.0,5.302,57.3,0.48
Sarre-Union R des Roses,48.93758,7.09132,Sarre-Union,48.9366,7.08542,4.0,0.445,4.8,0.04
